encounter_id,encounter_date,species_name,encounter_locality,encounter_adults,encounter_young,encounter_lat,encounter_lng,attractant_names,enctype_name,outcome_name,group_code
249697,2018-09-28 22:44:01,BLACK BEAR,NORTH VANCOUVER,1,0,49.3223781,-123.0387987,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249694,2018-09-28 22:20:10,BLACK BEAR,PRINCE GEORGE,1,2,53.982692,-122.8037142,GARBAGE,FOOD CONDITIONED,ADVICE PROVIDED,COS
249690,2018-09-28 21:49:25,BLACK BEAR,PRINCE GEORGE,1,0,53.9004103,-122.8051569,GARBAGE,AGGRESSIVE,ADVICE PROVIDED,COS
249691,2018-09-28 21:24:26,BLACK BEAR,PRINCE GEORGE,1,0,53.9197418,-122.7762933,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249689,2018-09-28 21:21:55,BLACK BEAR,CAMPBELL RIVER,1,0,49.9907727,-125.2415444,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249688,2018-09-28 21:20:30,BLACK BEAR,PRINCE GEORGE,1,0,53.9297139,-122.7931477,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
249687,2018-09-28 21:01:27,BLACK BEAR,PRINCE GEORGE,1,0,53.9130556,-122.7452778,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
254022,2018-09-28 21:00:00,BLACK BEAR,PORT MOODY,1,2,49.2744178,-122.827478,GARBAGE,NUISANCE,,GENP
249686,2018-09-28 20:52:21,BLACK BEAR,QUESNEL,1,0,52.9867315,-122.5007539,RESIDENTIAL - FRUIT TREES/BERRIES,FOOD CONDITIONED,NOT SPECIFIED,COS
249685,2018-09-28 20:46:44,BLACK BEAR,PG,1,0,53.9098563,-122.7313151,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249684,2018-09-28 20:25:11,BLACK BEAR,NAKUSP,1,0,50.2591148,-117.7897028,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
249683,2018-09-28 20:18:26,BLACK BEAR,PRINCE GEORGE,1,0,53.9130556,-122.7452778,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249682,2018-09-28 20:15:43,BLACK BEAR,QUESNEL,1,0,52.9651188,-122.4480896,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
249678,2018-09-28 19:42:19,BLACK BEAR,NELSON,1,0,49.4933334,-117.2958333,NOT APPLICABLE,DEAD WILDLIFE,NOT SPECIFIED,COS
249677,2018-09-28 19:39:46,BLACK BEAR,PRINCE GEORGE,1,0,53.8785986,-122.7726155,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249676,2018-09-28 19:29:25,BLACK BEAR,PRINCE GEORGE,1,0,53.9546072,-122.7606035,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249672,2018-09-28 19:21:56,BLACK BEAR,CLEARWATER,1,0,51.6455556,-120.0325,BIRD FEEDERS,FOOD CONDITIONED,NOT SPECIFIED,COS
249670,2018-09-28 19:19:59,BLACK BEAR,CAMPBELL RIVER,1,0,50.0230556,-125.2436111,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249671,2018-09-28 19:13:25,BLACK BEAR,LAKE COUNTRY,1,0,50.120723,-119.457299,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249668,2018-09-28 19:09:03,BLACK BEAR,COQUITLAM,1,0,49.2841667,-122.7936111,NOT APPLICABLE,SCHOOL/PARK/PLAYGROUND,NOT SPECIFIED,COS
249669,2018-09-28 19:05:02,BLACK BEAR,"PRINCE GEORGE, BC C",1,0,48.5944445,-123.4208333,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249666,2018-09-28 19:02:04,BLACK BEAR,PRINCE GEORGE,1,0,53.9130556,-122.7452778,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249667,2018-09-28 19:00:22,BLACK BEAR,PRINCE GEORGE,1,0,53.9130556,-122.7452778,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249665,2018-09-28 18:56:54,BLACK BEAR,CHETWYND,1,0,55.7014249,-121.6335144,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249663,2018-09-28 18:51:39,BLACK BEAR,CAMPBELL RIVER,1,0,49.9851566,-125.2265642,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249661,2018-09-28 18:36:18,BLACK BEAR,WEST KELOWNA,1,0,49.8665482,-119.6178326,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249660,2018-09-28 18:30:24,BLACK BEAR,SOOKE,1,0,48.3790072,-123.6909996,LIVESTOCK,LIVESTOCK/PETS - KILLED/INJURED,NOT SPECIFIED,COS
249659,2018-09-28 18:27:50,BLACK BEAR,WHISTLER,1,0,50.107843,-122.9737575,OTHER,FOOD CONDITIONED,NOT SPECIFIED,COS
249657,2018-09-28 18:06:24,BLACK BEAR,PORT ALBERNI,1,0,49.2641938,-124.8345592,OTHER,FOOD CONDITIONED,NOT SPECIFIED,COS
249658,2018-09-28 17:57:38,BLACK BEAR,BURNS LAKE,1,0,54.2263021,-125.7641031,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249652,2018-09-28 17:48:59,BLACK BEAR,N/A,1,0,53.913051,-122.7452849,NOT APPLICABLE,INJURED/DISTRESSED,NOT SPECIFIED,COS
249650,2018-09-28 17:35:34,BLACK BEAR,COQUITLAM,1,0,49.2841667,-122.7936111,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249649,2018-09-28 17:08:54,BLACK BEAR,PG,1,0,53.9634915,-122.836131,NOT APPLICABLE,SIGHTINGS,TRAP SET - NO CAPTURE,COS
249653,2018-09-28 17:00:00,GRIZZLY BEAR,PEMBERTON,1,0,50.3205556,-122.8077778,NOT APPLICABLE,SIGHTINGS,OTHER,COS
249648,2018-09-28 16:57:04,BLACK BEAR,SAANICH,1,0,48.5207764,-123.4062872,"BEEHIVE, OTHER",SIGHTINGS,NOT SPECIFIED,COS
249641,2018-09-28 16:35:31,BLACK BEAR,BURNS LAKE,1,0,54.2302778,-125.7644444,OTHER,FOOD CONDITIONED,NOT SPECIFIED,COS
249642,2018-09-28 16:25:00,BLACK BEAR,MAPLE RIDGE,1,0,49.1934228,-122.5414435,NOT APPLICABLE,ORPHANED,OTHER,COS
249639,2018-09-28 16:10:00,BLACK BEAR,KELOWNA,1,0,49.8880556,-119.4955556,LIVESTOCK,DAMAGE TO PROPERTY,DESTROYED BY OTHER,COS
249637,2018-09-28 16:01:17,GRIZZLY BEAR,BELLA COOLA,1,0,52.3831831,-126.7516058,PETS,SIGHTINGS,OTHER,COS
249636,2018-09-28 15:56:47,BLACK BEAR,PORT ALBERNI,1,0,49.2353385,-124.7874554,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249635,2018-09-28 15:47:49,BLACK BEAR,100 MILE HOUSE,1,0,51.6484963,-121.2891751,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249634,2018-09-28 15:45:17,BLACK BEAR,WHISTLER,1,0,50.1172223,-122.9547222,RESIDENTIAL - FRUIT TREES/BERRIES,FOOD CONDITIONED,NOT SPECIFIED,COS
249633,2018-09-28 15:40:54,BLACK BEAR,QUESNEL,3,0,52.9797223,-122.4936111,NOT APPLICABLE,SIGHTINGS,HAZED,COS
249631,2018-09-28 15:25:04,BLACK BEAR,WEST VANCOUVER,1,0,49.3487712,-123.1471066,GARBAGE,FOOD CONDITIONED,OTHER,COS
249632,2018-09-28 15:25:00,BLACK BEAR,MOUT CURRIE,1,0,50.3116599,-122.7148034,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249629,2018-09-28 15:23:34,BLACK BEAR,-,1,0,53.913051,-122.7452849,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249628,2018-09-28 15:21:01,BLACK BEAR,LADYSMITH,1,0,48.9620333,-123.7823434,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249627,2018-09-28 15:19:20,BLACK BEAR,WEST VANCOUVER,1,0,49.3311112,-123.1597222,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249624,2018-09-28 14:52:53,BLACK BEAR,SOOKE,1,0,48.3840424,-123.7169156,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249622,2018-09-28 14:48:19,BLACK BEAR,MORICETOWN,1,0,55.0227111,-127.3294083,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
249620,2018-09-28 14:35:12,BLACK BEAR,N/A,1,0,53.913051,-122.7452849,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249619,2018-09-28 14:33:46,BLACK BEAR,SOOKE,1,0,48.3558287,-123.7291593,RESIDENTIAL - FRUIT TREES/BERRIES,FOOD CONDITIONED,NOT SPECIFIED,COS
249618,2018-09-28 14:21:05,BLACK BEAR,CEDAR,1,0,49.0676369,-123.859439,NOT APPLICABLE,AGGRESSIVE,ADVICE PROVIDED,COS
249615,2018-09-28 14:19:02,BLACK BEAR,VALEMOUNT,1,0,52.8617725,-119.2977764,"LIVESTOCK, RESIDENTIAL - FRUIT TREES/BERRIES",FOOD CONDITIONED,NOT SPECIFIED,COS
249616,2018-09-28 14:16:24,BLACK BEAR,STAVE LAKE,1,0,49.1591667,-122.2838889,NOT APPLICABLE,CONFINED,ADVICE PROVIDED,COS
249738,2018-09-28 14:15:22,BLACK BEAR,TRAIL,1,0,49.0944445,-117.7091667,NOT APPLICABLE,SCHOOL/PARK/PLAYGROUND,NOT SPECIFIED,COS
249614,2018-09-28 14:13:23,BLACK BEAR,ROSSLAND,1,0,49.0769445,-117.8022222,NOT APPLICABLE,SCHOOL/PARK/PLAYGROUND,NOT SPECIFIED,COS
249734,2018-09-28 14:11:21,BLACK BEAR,PORT MOODY,1,0,49.2822223,-122.8294444,GARBAGE,FOOD CONDITIONED,OTHER,COS
249664,2018-09-28 14:09:46,BLACK BEAR,CROFTON,1,0,48.8572628,-123.6322495,"BARBEQUE, RESIDENTIAL - FRUIT TREES/BERRIES",FOOD CONDITIONED,ADVICE PROVIDED,COS
249673,2018-09-28 13:59:35,BLACK BEAR,PORT MOODY,1,0,49.2755357,-122.826893,GARBAGE,FOOD CONDITIONED,OTHER,COS
249728,2018-09-28 13:54:57,BLACK BEAR,TELKWA,3,0,54.6966667,-127.0508333,NOT APPLICABLE,CONFINED,DESTROYED BY COS,COS
249737,2018-09-28 13:40:38,BLACK BEAR,CASTLEGAR,1,0,49.3244445,-117.6669444,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249567,2018-09-28 13:39:32,BLACK BEAR,KIMBERLEY,1,0,49.67578697,-115.98611731,RESIDENTIAL - FRUIT TREES/BERRIES,FOOD CONDITIONED,,GENP
249568,2018-09-28 13:39:32,BLACK BEAR,MOYIE,1,1,49.37258718,-115.85189957,RESIDENTIAL - FRUIT TREES/BERRIES,FOOD CONDITIONED,,GENP
249732,2018-09-28 13:33:40,BLACK BEAR,WEST VANCOUVER,1,0,49.3311112,-123.1597222,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249720,2018-09-28 13:27:23,BLACK BEAR,COQUITLAM,1,0,49.2841667,-122.7936111,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249611,2018-09-28 13:22:17,BLACK BEAR,BURNS LAKE,1,0,54.2302778,-125.7644444,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249613,2018-09-28 13:21:42,BLACK BEAR,-,1,0,53.913051,-122.7452849,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249739,2018-09-28 13:19:11,BLACK BEAR,COQUITLAM,1,0,49.2841667,-122.7936111,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249723,2018-09-28 13:17:12,BLACK BEAR,BURNS LAKE,1,0,54.2301922,-125.7558545,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249736,2018-09-28 13:00:14,BLACK BEAR,MACKENZIE,1,0,55.3244445,-123.0927778,NOT APPLICABLE,SCHOOL/PARK/PLAYGROUND,ADVICE PROVIDED,COS
249733,2018-09-28 12:51:38,BLACK BEAR,"CALGARY, AB",1,0,54.5025621,-128.7103108,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249896,2018-09-28 12:41:00,BLACK BEAR,BURNS LAKE,1,0,54.2302778,-125.7644444,NOT APPLICABLE,HUMAN INJURY/DEATH,DESTROYED BY OTHER,COS
249716,2018-09-28 12:32:35,BLACK BEAR,PRINCE GEORGE,1,0,53.9130556,-122.7452778,NOT APPLICABLE,ORPHANED,NOT SPECIFIED,COS
249724,2018-09-28 12:27:47,BLACK BEAR,PORT ALBERNI,1,0,49.2344445,-124.8058333,RESIDENTIAL - FRUIT TREES/BERRIES,FOOD CONDITIONED,ADVICE PROVIDED,COS
249731,2018-09-28 12:26:55,BLACK BEAR,PRINCE GEORGE,1,0,53.9130556,-122.7452778,RESIDENTIAL - FRUIT TREES/BERRIES,FOOD CONDITIONED,GONE ON ARRIVAL,COS
249722,2018-09-28 12:19:42,BLACK BEAR,CHILLIWACK,1,0,49.1039994,-121.9582739,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249726,2018-09-28 12:14:34,BLACK BEAR,PORT COQUITLAM,1,0,49.2338525,-122.7907312,GARBAGE,FOOD CONDITIONED,OTHER,COS
249715,2018-09-28 12:11:48,BLACK BEAR,LADYSMITH,1,0,49.0274247,-123.8641817,GARBAGE,FOOD CONDITIONED,ADVICE PROVIDED,COS
249610,2018-09-28 12:05:05,BLACK BEAR,WHONNOCK,1,0,49.1831694,-122.4679636,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249740,2018-09-28 11:37:40,BLACK BEAR,PORT MOODY,1,0,49.2822223,-122.8294444,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249717,2018-09-28 11:35:27,BLACK BEAR,CEDAR,1,0,49.0749869,-123.8495411,RESIDENTIAL - FRUIT TREES/BERRIES,FOOD CONDITIONED,ADVICE PROVIDED,COS
249617,2018-09-28 11:35:24,BLACK BEAR,100 MILE HOUSE,1,0,51.651202,-121.2884926,NOT APPLICABLE,ORPHANED,ADVICE PROVIDED,COS
249730,2018-09-28 11:00:24,BLACK BEAR,COQUITLAM,1,0,49.2989971,-122.8178063,GARBAGE,DAMAGE TO PROPERTY,NOT SPECIFIED,COS
249646,2018-09-28 10:59:30,BLACK BEAR,MORICETOWN,1,0,55.0261301,-127.3255846,GARBAGE,FOOD CONDITIONED,TRAP SET - NO CAPTURE,COS
249609,2018-09-28 10:54:05,BLACK BEAR,ROBERTS CREEK,1,0,49.4194672,-123.6071202,NOT APPLICABLE,AGGRESSIVE,OTHER,COS
249727,2018-09-28 10:38:20,BLACK BEAR,PRINCE GEORGE,1,0,53.9130309,-122.7668549,RESIDENTIAL - FRUIT TREES/BERRIES,FOOD CONDITIONED,DESTROYED BY COS,COS
249714,2018-09-28 10:30:47,BLACK BEAR,VALEMOUNT,1,0,52.8294445,-119.28,RESIDENTIAL - FRUIT TREES/BERRIES,FOOD CONDITIONED,NOT SPECIFIED,COS
249674,2018-09-28 10:20:00,BLACK BEAR,PRINCETON,1,0,49.4615714,-120.5242877,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249606,2018-09-28 10:08:34,BLACK BEAR,WEST VANCOUVER,1,0,49.3311112,-123.1597222,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249607,2018-09-28 09:52:17,BLACK BEAR,ALEXIS CREEK,1,0,52.0832409,-123.2847867,LIVESTOCK,DEAD WILDLIFE,OTHER,COS
249597,2018-09-28 09:17:14,BLACK BEAR,SOOKE,1,0,48.3827778,-123.7319444,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249596,2018-09-28 09:08:14,GRIZZLY BEAR,BELLA COOLA,1,0,52.3831831,-126.7516058,OTHER,AGGRESSIVE,ADVICE PROVIDED,COS
249595,2018-09-28 08:59:24,BLACK BEAR,150 MILE HOUSE,1,0,52.1283197,-121.9255177,"LIVESTOCK, RESIDENTIAL - FRUIT TREES/BERRIES",LIVESTOCK/PETS - KILLED/INJURED,DESTROYED BY OTHER,COS
249592,2018-09-28 08:46:00,BLACK BEAR,COQUITLAM,1,0,49.2987883,-122.7961218,GARBAGE,FOOD CONDITIONED,GONE ON ARRIVAL,COS
249588,2018-09-28 08:43:56,BLACK BEAR,SOOKE,1,0,48.3705163,-123.7311634,GARBAGE,FOOD CONDITIONED,OTHER,COS
249593,2018-09-28 08:38:46,BLACK BEAR,WEST VANCOUVER,1,0,49.2524345,-123.1526702,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249586,2018-09-28 08:33:23,BLACK BEAR,ELKFORD,1,0,50.0263609,-114.9230872,GARBAGE,FOOD CONDITIONED,ADVICE PROVIDED,COS
249585,2018-09-28 08:32:48,BLACK BEAR,SOOKE,1,0,48.3693387,-123.7304922,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249594,2018-09-28 08:29:53,BLACK BEAR,SALMON ARM,1,0,50.6922234,-119.2258798,GARBAGE,FOOD CONDITIONED,ADVICE PROVIDED,COS
249583,2018-09-28 08:28:31,BLACK BEAR,COQUITLAM,1,0,49.2841667,-122.7936111,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249582,2018-09-28 08:14:03,BLACK BEAR,MEADOW CREEK,1,0,50.2535963,-116.9864043,NOT APPLICABLE,AGGRESSIVE,ADVICE PROVIDED,COS
249579,2018-09-28 08:07:07,BLACK BEAR,WEST VANCOUVER,1,0,49.3456152,-123.2230587,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249581,2018-09-28 07:56:48,BLACK BEAR,GRAND FORKS,1,0,49.1681402,-118.4633213,NOT APPLICABLE,CONFINED,NOT SPECIFIED,COS
249575,2018-09-28 07:42:15,BLACK BEAR,PRINCE GEORGE,1,0,53.9788089,-122.7811264,GARBAGE,FOOD CONDITIONED,OTHER,COS
249576,2018-09-28 07:30:51,BLACK BEAR,PARKSVILLE,1,0,49.30045,-124.3239443,COMMERCIAL - VINEYARDS/ORCHARD,FOOD CONDITIONED,ADVICE PROVIDED,COS
249577,2018-09-28 07:23:37,BLACK BEAR,MAPLE RIDGE,1,0,49.2321622,-122.6126612,LIVESTOCK,LIVESTOCK/PETS - KILLED/INJURED,ADVICE PROVIDED,COS
249573,2018-09-28 06:39:56,BLACK BEAR,DAVIS BAY,1,0,49.4407971,-123.7195341,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
249572,2018-09-28 06:32:57,BLACK BEAR,VALEMOUNT,1,0,52.8294445,-119.28,NOT APPLICABLE,SCHOOL/PARK/PLAYGROUND,NOT SPECIFIED,COS
249604,2018-09-28 06:30:00,BLACK BEAR,SOUTH BANK,1,0,54.0246929,-125.7697486,RESIDENTIAL - FRUIT TREES/BERRIES,AGGRESSIVE,DESTROYED BY COS,COS
249571,2018-09-28 06:28:36,BLACK BEAR,PRINCE GEORGE,1,0,53.9130556,-122.7452778,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249599,2018-09-28 06:00:00,BLACK BEAR,PRINCE GEORGE,1,0,53.8251918,-122.878558,RESIDENTIAL - FRUIT TREES/BERRIES,FOOD CONDITIONED,OTHER,COS
249608,2018-09-28 06:00:00,BLACK BEAR,SQUAMISH,1,0,49.743582,-123.1323073,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
249564,2018-09-28 04:55:37,BLACK BEAR,150 MILE HOUSE,1,0,52.1055556,-121.9277778,"PET FOOD, RESIDENTIAL - FRUIT TREES/BERRIES",FOOD CONDITIONED,NOT SPECIFIED,COS
249563,2018-09-28 02:22:31,BLACK BEAR,PRINCE GEORGE,1,0,53.9203575,-122.7771774,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249562,2018-09-28 01:44:00,BLACK BEAR,TRAIL,1,0,49.0986369,-117.7217557,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
249713,2018-09-28 01:30:00,BLACK BEAR,CASTLEGAR,1,0,49.2681491,-117.6439841,GARBAGE,FOOD CONDITIONED,ADVICE PROVIDED,COS
249561,2018-09-28 01:15:16,BLACK BEAR,PORT COQUITLAM,1,0,49.2355377,-122.7871129,GARBAGE,FOOD CONDITIONED,OTHER,COS
249560,2018-09-28 01:04:11,BLACK BEAR,PRINCE GEORGE,1,0,53.8999145,-122.8060807,GARBAGE,FOOD CONDITIONED,ADVICE PROVIDED,COS
249591,2018-09-28 01:00:00,BLACK BEAR,WILLIAMS LAKE,1,0,52.2128321,-122.0871922,GARBAGE,FOOD CONDITIONED,GONE ON ARRIVAL,COS
249559,2018-09-28 00:43:25,BLACK BEAR,WILLIAMS LAKE,1,0,52.0938476,-122.1128568,GARBAGE,FOOD CONDITIONED,ADVICE PROVIDED,COS
249556,2018-09-28 00:11:16,BLACK BEAR,PRINCE GEORGE,1,0,53.9130556,-122.7452778,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249958,2018-09-28 00:00:00,BLACK BEAR,BELL II,1,0,56.7442543,-129.7964238,,AGGRESSIVE,NOT SPECIFIED,COS
249557,2018-09-27 23:18:19,BLACK BEAR,POWELL RIVER,1,0,49.8245194,-124.5187905,RESIDENTIAL - FRUIT TREES/BERRIES,FOOD CONDITIONED,NOT SPECIFIED,COS
249555,2018-09-27 22:47:03,BLACK BEAR,CAMPBELL RIVER,1,0,50.0170619,-125.2506796,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249554,2018-09-27 22:35:03,BLACK BEAR,QUESNEL,1,0,52.9773342,-122.5056566,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249553,2018-09-27 22:34:16,BLACK BEAR,PARKSVILLE,1,0,49.3199784,-124.2953866,NOT APPLICABLE,DAMAGE TO PROPERTY,ADVICE PROVIDED,COS
249552,2018-09-27 22:31:22,BLACK BEAR,PORT COQUITLAM,1,0,49.2619445,-122.7802778,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249550,2018-09-27 22:10:01,BLACK BEAR,QUESNEL,1,0,52.9749345,-122.4325371,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249549,2018-09-27 22:07:19,BLACK BEAR,QUESNEL,1,0,52.9551569,-122.4493102,NOT APPLICABLE,WILDLIFE IN TRAP,NOT SPECIFIED,COS
249546,2018-09-27 21:59:01,BLACK BEAR,PRINCE GEORGE,1,0,53.9130556,-122.7452778,GARBAGE,FOOD CONDITIONED,OTHER,COS
249547,2018-09-27 21:46:05,BLACK BEAR,QUESNEL,1,0,52.967856,-122.446591,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249548,2018-09-27 21:41:54,BLACK BEAR,100 MILE HOUSE,1,0,51.6427778,-121.2955556,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249545,2018-09-27 21:40:42,BLACK BEAR,PRINCE GEORGE,1,0,53.9130556,-122.7452778,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249543,2018-09-27 21:34:54,BLACK BEAR,QUESNEL,1,0,52.967856,-122.446591,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
249589,2018-09-27 21:30:00,BLACK BEAR,PRINCE GEORGE,1,0,53.9245053,-122.7749762,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249539,2018-09-27 21:05:39,BLACK BEAR,ERICKSON,1,0,49.0902778,-116.4666667,NOT APPLICABLE,DEAD WILDLIFE,OTHER,COS
249541,2018-09-27 21:00:08,BLACK BEAR,PRINGE GEORGE,1,0,53.8669529,-122.7657369,NOT APPLICABLE,INJURED/DISTRESSED,ADVICE PROVIDED,COS
249537,2018-09-27 20:53:34,BLACK BEAR,WILLIAMS LAKE,1,0,52.1291667,-122.14,GARBAGE,FOOD CONDITIONED,ADVICE PROVIDED,COS
249536,2018-09-27 20:45:27,BLACK BEAR,PRINCE GEORGE,1,0,53.872949,-122.7837208,GARBAGE,FOOD CONDITIONED,ADVICE PROVIDED,COS
249535,2018-09-27 20:44:13,BLACK BEAR,PG,1,0,53.9452926,-122.7651216,GARBAGE,FOOD CONDITIONED,ADVICE PROVIDED,COS
249538,2018-09-27 20:35:00,BLACK BEAR,QUESNEL,1,0,52.9502774,-122.4485232,GARBAGE,FOOD CONDITIONED,ADVICE PROVIDED,COS
249623,2018-09-27 20:30:00,BLACK BEAR,100 MILE HOUSE,1,0,51.6490126,-121.2868715,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249534,2018-09-27 20:20:15,BLACK BEAR,CASTLEGAR,1,0,49.3244445,-117.6669444,NOT APPLICABLE,INJURED/DISTRESSED,NOT SPECIFIED,COS
249533,2018-09-27 20:10:00,BLACK BEAR,PRINCE GEORGE,1,0,53.9130556,-122.7452778,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249531,2018-09-27 19:54:01,BLACK BEAR,MACKENZIE,1,0,55.3394563,-123.1076899,RESIDENTIAL - FRUIT TREES/BERRIES,FOOD CONDITIONED,ADVICE PROVIDED,COS
249527,2018-09-27 19:39:55,BLACK BEAR,PORT ALBERNI,1,0,49.2344445,-124.8058333,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249526,2018-09-27 19:35:41,BLACK BEAR,PRINCE GEORGE,1,0,53.8559172,-122.7610432,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249525,2018-09-27 19:22:50,BLACK BEAR,PORT ALBERNI,1,0,49.2344445,-124.8058333,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249523,2018-09-27 19:07:41,BLACK BEAR,PRINCE GEORGE,1,0,53.8704247,-122.7352249,GARBAGE,FOOD CONDITIONED,OTHER,COS
249524,2018-09-27 18:57:38,GRIZZLY BEAR,N/A,1,0,53.913051,-122.7452849,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
249522,2018-09-27 18:30:38,GRIZZLY BEAR,CASTLEGAR,1,0,49.3244445,-117.6669444,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249521,2018-09-27 18:26:41,BLACK BEAR,CHILLIWACK,1,0,49.1309197,-121.8294766,RESIDENTIAL - FRUIT TREES/BERRIES,FOOD CONDITIONED,NOT SPECIFIED,COS
249520,2018-09-27 18:25:59,BLACK BEAR,CASTLEGAR,1,0,49.2976017,-117.6579772,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249515,2018-09-27 17:59:23,BLACK BEAR,MACKENZIE,1,0,55.3244445,-123.0927778,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
249516,2018-09-27 17:43:24,BLACK BEAR,BONNINGTON,1,0,49.4754418,-117.4819843,"LIVESTOCK, PETS",LIVESTOCK/PETS - KILLED/INJURED,TRAP SET - NO CAPTURE,COS
249513,2018-09-27 17:26:23,BLACK BEAR,QUESNEL,1,0,52.9797223,-122.4936111,BIRD FEEDERS,FOOD CONDITIONED,NOT SPECIFIED,COS
249512,2018-09-27 17:24:14,GRIZZLY BEAR,CASTLEGAR,0,2,49.3244445,-117.6669444,LIVESTOCK,LIVESTOCK/PETS - KILLED/INJURED,ADVICE PROVIDED,COS
249510,2018-09-27 17:15:01,BLACK BEAR,QUESNEL,1,0,53.0545078,-122.528739,PETS,LIVESTOCK/PETS - KILLED/INJURED,DESTROYED BY COS,COS
